Zpid,BuildingType,CalendarYear built,HeatingHeating,SnowflakeCooling,ParkingParking,HOAHOA,Price Square FeetPrice/sqft,Bedrooms,Bathrooms,Full bathrooms,Features,Flooring,Heating features,Cooling features,Laundry features,Interior features,Total structure area,Total interior livable area,Total number of fireplaces,Fireplace features,Total spaces,Parking features,Garage spaces,Covered spaces,Levels,Stories,Pool features,Exterior features,Lot features,Special conditions,Home type,Architectural style,Property subType,Construction materials,Roof,Property condition,New construction,Year built,Electric information,Water information,Region,Subdivision,HOA fee,Amenities included,Services included,Association name,Association phone,Price Range,Listing Terms,Appliances included,Patio and porch details,Sewer information,Security features,Window features,Accessibility features,View description,Builder name,Entry location
18407780,Detached,1973,Forced Air,Central Air,2 Attached Garage spaces,,$589,3,2,2,Dishwasher," Laminate, Vinyl, Carpet",Forced Air,Central Air,In Garage," Bonus/Plus Room, Family Room"," 2,124"," 2,124 sqft",2," Living Room, Recreation Room",2," Garage Door Opener, Attached",2,2,One Story,1,None," Back Yard, Front Yard, Garden/Play, Side Yard",Court,Standard,SingleFamily,Traditional,Detached," Stone, Wood Siding",Other,Existing,No,1973,No Solar,,Walnut Creek,LARKEY AREA,,,,,,$1.3M - $1.3M," Cash,Conventional",Dishwasher,Deck,Public Sewer,,,,,,
18415467,Single Family Residence,No Data,No Data,No Data,3 Garage spaces,,$266,7,4,4,,,,,,," 5,180"," 5,180 sqft",,,3," Garage Faces Front, Independent, On Site (Single Family Only)",,,,,,,,Standard,SingleFamily,,Single Family Residence,,,,,0,,,Walnut Creek,,,,,,,$1.4M - $1.4M,,,,,,,,,,
18375444,Detached,1963,Forced Air,Central Air,2 Attached Garage spaces,,$660,4,2,2," Dishwasher, Electric Range/Cooktop, Oven Built-in"," Hardwood Flrs Throughout, Laminate, Carpet",Forced Air,Central Air,In Garage,Family Room," 1,781"," 1,781 sqft",1," Brick, Living Room, Wood Burning",2,Attached,2,2,One Story,1,Possible Pool Site," Back Yard, Front Yard, Side Yard",Level,Standard,SingleFamily,Ranch,Detached,Wood Siding,Composition,Existing,No,1963,No Solar,Public,Walnut Creek,THE WOODLANDS,,,,,,$1.2M - $1.2M," Cash,Conventional"," Dishwasher, Electric Range, Oven",Patio,Public Sewer,,,,,,
18554041,Condominium,1964,Forced Air,Central Air,Carport,$904 monthly,$330,2,1,1," Dishwasher, Garbage Disposal, Range/Oven Built-in, Refrigerator, Skylight(s)"," Vinyl, Carpet",Forced Air,Central Air,Community Facility,No Additional Rooms," 1,054"," 1,054 sqft",0,None,," Carport, Space Per Unit - 1, Guest",,," Other,One",,Community," No Yard, Unit Faces Common Area",Other,Standard,Condo,Contemporary,Condominium,Wood Siding,Unknown,Existing,No,1964,No Solar,Public,Walnut Creek,ROSSMOOR,$904 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Playground, Pool, Racquetball, Roof Deck, Sauna, Gated, Tennis Court(s), Other, Activities Available, BBQ Area, Cable TV, Dog Park, Electric Metered, Game Room, Gas Metered, Guest Parking, Pet Restricti"," Cable TV, Common Area Maint, Hazard Insurance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Other, None, Maintenance Grounds, Organized Activities, Street",2ND WALNUT CREEK MUT.,925-988-7700,$348K - $348K," Cash,Other"," Gas Water Heater, Dishwasher, Disposal, Range, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Gated with Guard, Security Patrol, Smoke Detector(s)"," Screens, Window Coverings, Skylight(s)",," Greenbelt, Hills",,
18419729,Detached,1949,Forced Air,Central Air,2 Attached Garage spaces,,$785,3,2,1," Counter - Tile, Dishwasher, Eat In Kitchen, Range/Oven Free Standing, Refrigerator",Hardwood Flrs Throughout,Forced Air,Central Air,In Garage," Tile Counters, Eat-in Kitchen"," 1,527"," 1,527 sqft",1," Brick, Living Room",2,Attached,2,2,Two Story,2,None," Back Yard, Dog Run, Front Yard, Side Yard, Yard Space, Backyard"," Level, Premium Lot, Front Yard, Private",Standard,SingleFamily,Bungalow,Detached,Wood Siding,Composition Shingles,Existing,No,1949,No Solar,Public,Walnut Creek,SARANAP,,,,,,$1.2M - $1.2M," Cash,Conventional,1031 Exchange"," Dishwasher, Free-Standing Range, Refrigerator",Deck,Public Sewer," Carbon Monoxide Detector(s), Double Strapped Water Heater, Smoke Detector(s)",,,,,
2068453753,Condominium,2021,"Electric, Heat Pump, Other",New Construction Option,1 Attached Garage space,$299 monthly,$710,3,4,3," Breakfast Bar, Counter - Stone, Dishwasher, Electric Range/Cooktop, Microwave, Refrigerator",Other," Electric, Heat Pump, Other",New Construction Option," Hookups Only, Laundry Closet"," Breakfast Bar, Stone Counters, No Additional Rooms"," 1,619"," 1,619 sqft",0,None,1," Garage Door Opener, Attached, Int Access From Garage, Assigned, Garage Faces Rear",1,1," Three or More Stories,Three Or More",3,None,No Yard,No Lot,Standard,Condo,Modern/High Tech,Condominium," Brick, Stucco",Composition Shingles,New Construction,Yes,2021,No Solar,Public,Walnut Creek,None,$299 monthly,Picnic Area," Common Area Maint, Insurance, Maintenance Grounds",NOT LISTED,925-250-1942,$1.2M - $1.2M,Cash," Electric Water Heater, Dishwasher, Electric Range, Microwave, Refrigerator",,Public Sewer,," Double Pane Windows, Screens",None,None,Mark Scott Cst,
2070934728,Townhouse,2021,Zoned,Zoned,2 Attached Garage spaces,,$785,4,4,3," Breakfast Nook, Counter - Solid Surface, Dishwasher, Gas Range/Cooktop, Range/Oven Free Standing, Refrigerator"," Concrete, Tile, Carpet, Engineered Wood",Zoned,Zoned," Hookups Only, Laundry Room, Upper Level"," Breakfast Nook, Counter - Solid Surface, Dining Area, Kitchen/Family Combo"," 2,026"," 2,026 sqft",1," Family Room, Gas, Gas Starter",2," Garage Door Opener, Attached, Electric Vehicle Charging Station(s)",2,2,Two Story,2,None,Back Yard," Corner Lot, Regular",Standard,Townhouse,Craftsman,Townhouse," Stone, Stucco",Tile,New Construction,Yes,2021,No Solar,Public,Walnut Creek,DOWNTOWN W.CREEK,,Other,Other,NOT LISTED,000-000-0000,$1.6M - $1.6M," Cash,Conventional,1031 Exchange"," Dishwasher, Gas Range, Free-Standing Range, Refrigerator, ENERGY STAR Qualified Appliances",,Public Sewer,,Double Pane Windows,,,,
50918150,Detached,2000,Zoned,Zoned,2 Attached Garage spaces,,$590,4,3,2," Counter - Stone, Dishwasher, Gas Range/Cooktop, Refrigerator"," Vinyl, Carpet, Other",Zoned,Zoned,Laundry Room,Stone Counters," 2,371"," 2,371 sqft",1,Family Room,2,Attached,2,2,Two Story,2,None,Back Yard,Regular,Standard,SingleFamily,Contemporary,Detached,,Composition Shingles,Existing,No,2000,No Solar,,Walnut Creek,LARKEY AREA,,,,,,$1.4M - $1.4M," Cash,Conventional,FHA,Other"," Dishwasher, Gas Range, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",Double Pane Windows,," Park, Trees/Woods, Other",,
2069124196,SingleFamily,2021,No Data,No Data,0 spaces,,,,0,,,,,,,,,,,,,,,,,,,,,,SingleFamily,,,,,,Yes,,,,Walnut Creek,,,,,,,,,,,,,,,,Warmington Residential,
18425207,Condominium,1991,"Electric, Forced Air",Central Air,Space Per Unit - 1,"$2,366 monthly",$385,2,2,2," Counter - Solid Surface, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Ice Maker Hookup, Microwave, Refrigerator"," Linoleum, Carpet"," Electric, Forced Air",Central Air," Dryer, Washer, In Unit"," Counter - Solid Surface, No Additional Rooms, Elevator",907,907 sqft,0,None,,Space Per Unit - 1,,," One Story,One",1,Community," Storage, Unit Faces Common Area",Other,Standard,Condo,Other,Condominium,Other,Other,Existing,No,1991,Solar Unknown,Public,Walnut Creek,waterfdnrt," $2,366 monthly"," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Tennis Court(s), Other"," Cable TV, Common Area Maint, Exterior Maintenance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Other",WALNUT CREEK MUTUAL NO. 58,925-988-7700,$349.5K - $349.5K," Cash,Conventional"," Dryer, Washer, Dishwasher, Electric Range, Disposal, Plumbed For Ice Maker, Microwave, Refrigerator",Deck,Public Sewer,,Window Coverings," Accessible Elevator Installed, Lower Light Switches",,,
18556663,Condominium,1969,Radiant,Central Air,Carport,$909 monthly,$390,3,3,2," Counter - Solid Surface, Dishwasher, Garbage Disposal, Ice Maker Hookup, Microwave, Refrigerator, Updated Kitchen"," Hardwood, Vinyl, Carpet",Radiant,Central Air," Dryer, Laundry Closet, Washer"," Counter - Solid Surface, Updated Kitchen, Dining Area"," 1,739"," 1,739 sqft",0,None,," Carport, Guest",,," One Story,Two",1,Community,,No Lot,Standard,Condo,Contemporary,Condominium,Stucco,Unknown,Existing,No,1969,Solar Unknown,Public,Walnut Creek,ROSSMOOR,$909 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Tennis Court(s), Other"," Cable TV, Common Area Maint, Exterior Maintenance, Security/Gate Fee, Trash, Water/Sewer, Other",2ND WALNUT CREEK MUT.,925-988-7700,$679K - $679K," Cash,Other"," Dryer, Washer, Dishwasher, Disposal, Plumbed For Ice Maker, Microwave, Refrigerator",Patio,Public Sewer,,,," Golf Course, Park",,
18382945,Townhouse,1973,"Forced Air, Natural Gas",Central Air,2 Attached Garage spaces,$390 monthly,$675,2,2,2," 220 Volt Outlet, Breakfast Bar, Counter - Stone, Dishwasher, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Island, Microwave, Oven Built-in, Pantry, Refrigerator, Updated Kitchen"," Laminate, Tile"," Forced Air, Natural Gas",Central Air," 220 Volt Outlet, Dryer, In Garage, Washer"," Breakfast Bar, Stone Counters, Eat-in Kitchen, Kitchen Island, Pantry, Updated Kitchen, Dining Area"," 1,036"," 1,036 sqft",1," Family Room, Gas, Stone",2," Garage Door Opener, Attached, Int Access From Garage, Guest",2,2," One Story,One",1,Community,," Cul-De-Sac, Premium Lot",Standard,Townhouse,Traditional,Townhouse," Stucco, Wood Siding",Composition Shingles,Existing,No,1973," No Solar, 220 Volts in Kitchen",Public,Walnut Creek,COUNTRYWOOD,$390 monthly," Clubhouse, Greenbelt, Pool"," Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Water/Sewer",COUNTRYWOOD HOA,925-933-7063,$699K - $699K," Cash,Conventional,1031 Exchange,FHA,VA Loan"," Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range, Microwave, Oven, Refrigerator",Deck,Public Sewer,,,,,,Ground Floor Location
18413399,Condominium,1966,Baseboard,Wall/Window Unit(s),1 Covered Parking space,$455 monthly,$586,2,2,1," 220 Volt Outlet, Breakfast Bar, Counter - Tile, Dishwasher, Garbage Disposal, Range/Oven Built-in, Self-Cleaning Oven, Updated Kitchen, Other"," Tile, Carpet",Baseboard,Wall/Window Unit(s)," Community Facility, Coin Operated"," Breakfast Bar, Tile Counters, Updated Kitchen, Dining Area, Kitchen/Family Combo",920,920 sqft,0,None,1," Covered, Int Access From Garage, Off Street, Space Per Unit - 1",1,1," Two Story,One",2,Community,No Yard,,Standard,Condo,Contemporary,Condominium,Stucco,Tar/Gravel,Existing,No,1966," No Solar, 220 Volts in Kitchen",Public,Walnut Creek,CARMEL DRIVE,$455 monthly,Pool," Cable TV, Common Area Maint, Common Hot Water, Exterior Maintenance, Hazard Insurance",CARMEL TOWER,925-252-1414,$539K - $539K," Cash,Conventional"," Dishwasher, Disposal, Range, Self Cleaning Oven",,Public Sewer,,Double Pane Windows,,Trees/Woods,,
18555789,Condominium,1966,"Forced Air, Natural Gas",Central Air,Carport,$894 monthly,$567,2,2,2," Breakfast Bar, Counter - Stone, Dishwasher, Electric Range/Cooktop, Island, Microwave, Range/Oven Free Standing, Refrigerator, Skylight(s), Updated Kitchen"," Vinyl, Carpet"," Forced Air, Natural Gas",Central Air," Dryer, Laundry Closet, Washer"," Breakfast Bar, Stone Counters, Kitchen Island, Updated Kitchen, Den, Dining Area"," 1,054"," 1,054 sqft",0," Electric, Living Room",," Carport, Guest",,," One Story,One",1,Community,,No Lot,Standard,Condo,Contemporary,Condominium,Other,Unknown,Existing,No,1966,Solar Unknown,Public,Walnut Creek,ROSSMOOR,$894 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Tennis Court(s), Other"," Cable TV, Common Area Maint, Exterior Maintenance, Security/Gate Fee, Trash, Water/Sewer, Other",1ST WALNUT CREEK MUT,925-988-7700,$598K - $598K," Cash,Other"," Dryer, Washer, Dishwasher, Electric Range, Microwave, Free-Standing Range, Refrigerator",Deck,Public Sewer,," Window Coverings, Skylight(s)",None," Hills, Other",,
18554676,Condominium,1965,Forced Air,Central Air,Carport,$894 monthly,$420,2,1,1," Counter - Solid Surface, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Ice Maker Hookup, Island"," Tile, Carpet",Forced Air,Central Air,In Unit," Counter - Solid Surface, Kitchen Island, No Additional Rooms"," 1,045"," 1,045 sqft",0,None,," Carport, Guest",,,One Story,1,Community,,Zero Lot Line,Standard,Condo,Contemporary,Condominium,Wood Siding,Composition Shingles,Existing,No,1965,No Solar," Public, Water District",Walnut Creek,ROSSMOOR,$894 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Playground, Gated, Tennis Court(s), Activities Available, Cable TV, Close to Golf Course, Dog Park, Game Room, Guest Parking, Laundry, Pet Restrictions, Picnic Area, Putting Green(s), Rec Room w/Firepla"," Cable TV, Common Area Maint, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Maintenance Grounds",1ST WALNUT CREEK MUT,925-988-7775,$439K - $439K," Cash,Other"," Dryer, Washer, Dishwasher, Electric Range, Disposal, Plumbed For Ice Maker",Deck,," Double Strapped Water Heater, Security Gate, Smoke Detector(s)",,,,,
18425170,Condominium,1991,Other,None,Carport,"$2,359 monthly",$397,1,2,1," Breakfast Bar, Counter - Laminate, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Microwave, Oven Built-in, Range/Oven Built-in, Refrigerator, Trash Compactor",Carpet,Other,None," Dryer, Laundry Closet, Washer, In Unit"," Breakfast Bar, Laminate Counters, Elevator",907,907 sqft,0,None,,Carport,,,One Story,1,Other,Other,Other,Standard,Condo,Other,Condominium,Stucco,Unknown,Existing,No,1991,No Solar,,Walnut Creek,ROSSMOOR," $2,359 monthly"," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Spa/Hot Tub, Tennis Court(s), Other, Activities Available, Barbecue, Close to Golf Course, Exercise Course, Game Court Exterior, Game Room, Guest Parking, Park, Rec Room w/Fireplace, Recrea"," Common Area Maint, Common Heating, Common Hot Water, Electricity, Exterior Maintenance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Other, None, Maintenance Grounds, Organized Activities, Street",NOT LISTED,,$360K - $360K,None," Dryer, Washer, Dishwasher, Electric Range, Disposal, Microwave, Oven, Range, Refrigerator, Trash Compactor",,Public Sewer," Fire Sprinkler System, Carbon Monoxide Detector(s), Gated with Guard, Secured Access, Security Gate, Security Patrol",Window Coverings,,,,
18555662,Condominium,1966,Forced Air,Central Air,Carport,$894 monthly,$368,2,1,1," Counter - Laminate, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Range/Oven Built-in, Refrigerator"," Laminate, Carpet",Forced Air,Central Air,Hookups Only," Laminate Counters, Bonus/Plus Room"," 1,054"," 1,054 sqft",0,None,,Carport,,,One Story,1,Community," No Yard, Unit Faces Common Area",No Lot,Offer As Is,Condo,Contemporary,Condominium,Other,Unknown,Existing,No,1966,No Solar,Public,Walnut Creek,Coopmutua#1,$894 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Spa/Hot Tub, Tennis Court(s), Other, Activities Available, Barbecue, BBQ Area, Cable TV, Dog Park, Guest Parking, Laundry, Park, Pet Restrictions, Picnic Area, Rec Room w/Fireplace, Recreat"," Cable TV, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Insurance, Maintenance Grounds",1ST WALNUT CREEK MUT,925-788-7700,$388K - $388K," Cash,Conventional"," Gas Water Heater, Dishwasher, Electric Range, Disposal, Range, Refrigerator",,Public Sewer," Security Gate, Smoke Detector(s)",,,,,
18417893,Detached,1967,"Forced Air, Fireplace Insert","Ceiling Fan(s), Central Air",2 Attached Garage spaces,,$482,4,3,2," Counter - Solid Surface, Counter - Stone, Gas Range/Cooktop, Refrigerator"," Tile, Wood"," Forced Air, Fireplace Insert"," Ceiling Fan(s), Central Air"," 220 Volt Outlet, Dryer, Laundry Room, Washer"," Central Vacuum, Counter - Solid Surface, Stone Counters, Dining Area, Family Room"," 3,694"," 3,694 sqft",1," Gas, Living Room",2," Attached, Garage Faces Side",2,2,One Story,1," Pool Cover, Fenced, Outdoor Pool"," Back Yard, Side Yard, Sprinklers Back, Sprinklers Side, Storage, Entry Gate, Garden, Landscape Back, Landscape Front",Court,Standard,SingleFamily,Spanish,Detached,Stucco," Tile,See Remarks",Existing,No,1967,No Solar," Public, Well",Walnut Creek,SARANAP,,,,,,$1.8M - $1.8M," Cash,Conventional,1031 Exchange,FHA"," Dryer, Washer, Gas Water Heater, Gas Range, Refrigerator",Front Porch,," Carbon Monoxide Detector(s), Smoke Detector(s)",Window Coverings,,,,
2068516566,Condominium,1998,Forced Air,"Ceiling Fan(s), Central Air",1 Attached Garage space,"$1,145 monthly",$755,2,2,2," Breakfast Bar, Breakfast Nook, Counter - Stone, Dishwasher, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Microwave, Oven Built-in, Pantry, Refrigerator, Updated Kitchen"," Vinyl, Carpet",Forced Air," Ceiling Fan(s), Central Air"," 220 Volt Outlet, Dryer, Laundry Room, Washer"," Breakfast Bar, Breakfast Nook, Stone Counters, Eat-in Kitchen, Pantry, Updated Kitchen, Dining Area, Kitchen/Family Combo, Office"," 1,786"," 1,786 sqft",1," Gas Starter, Living Room",1," Garage Door Opener, Attached, Int Access From Garage, Guest",1,1," One Story,One",1,Community,Storage,No Lot,Standard,Condo,Contemporary,Condominium,Stucco,Unknown,Existing,No,1998,No Solar,,Walnut Creek,EAGLE RIDGE," $1,145 monthly"," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Tennis Court(s), Other"," Cable TV, Common Area Maint, Exterior Maintenance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Other",WALNUT CREEK MUTUAL NO. 68,925-988-7700,$1.3M - $1.3M," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range, Microwave, Oven, Refrigerator",Patio,Public Sewer," Carbon Monoxide Detector(s), Double Strapped Water Heater, Gated with Guard, Smoke Detector(s)",Window Coverings,," Mt Diablo, Panoramic",,
18422318,Condominium,1969,"Electric, Radiant","Ceiling Fan(s), Wall Unit(s)",1 Carport space,$878 monthly,$464,2,2,2,Shower Stall(s)," Wood, Other"," Electric, Radiant"," Ceiling Fan(s), Wall Unit(s)"," Electric, Laundry Closet",," 1,346"," 1,346 sqft",1," Electric, Other",1,Covered,,1,One,1," Community, Association",,,Standard,Condo,,Condominium,,,,No,1969,,Public,Walnut Creek,Rossmoor,$878 monthly," Golf Course, Greenbelt, Gym, Tennis Court(s)"," Cable TV, Common Areas, Insurance on Structure, Maintenance Structure, Maintenance Grounds, Management, Pool, Roof, Security, Sewer, Trash, Water",4th WALNUT CREEK MUTUAL,925-988-7700,,," Dishwasher, Free-Standing Electric Range, Free-Standing Refrigerator, Microwave, Dryer, Washer"," Back Porch, Front Porch",Public Sewer," Security Gate, Smoke Detector(s)",," Accessible Doors, Accessible Full Bath",,,
18410158,Condominium,1972,Forced Air,Central Air,Garage,$540 monthly,$590,1,1,1," Counter - Solid Surface, Dishwasher, Electric Range/Cooktop, Updated Kitchen",Carpet,Forced Air,Central Air,Community Facility," Counter - Solid Surface, Updated Kitchen, Dining Ell, Kitchen/Family Combo, Elevator",517,517 sqft,0,None,," Space Per Unit - 1, Below Building Parking",,,One Story,1," Community, In Ground, Spa",No Yard,Other,Standard,Condo,Contemporary,Condominium,Stucco,Unknown,Existing,No,1972,No Solar,Public,Walnut Creek,THE KEYS,$540 monthly," Clubhouse, Greenbelt, Pool, Spa/Hot Tub, Tennis Court(s), Other, Activities Available"," Common Area Maint, Exterior Maintenance, Management Fee, Trash, Water/Sewer, Maintenance Grounds",THE KEYS HOA,925-947-0401,$305K - $305K," Cash,Conventional"," Dishwasher, Electric Range",,Public Sewer,,Window Coverings,,,,
